blogs,points
他不收的,3
坑爹的…,4
毫无逻辑这名也可以赠送给她！,0
你快点改名，你根本不够资格使用这个名字！！有两个人比你更毫无逻辑,3
避免不了,3
这种活很痛苦！,2
我有这么顽皮吗。,1
说完这话我笑了。。。,5
好傻好天真,1
如果不天真我想去死，好累…,2
啊！！！都是我的爱啊,1
不错不错好好过二人世界下周组织集体活动啊,1
撑你！,1
我丢你别把我喝趴啊目标是大嫂的兄弟！,4
可以做？指的是把客户端改掉…改成这个？,0
是可以自己制作一个客户端，然后起名成这个……,0
因为大部分人无法改变不公平的规则，只有适应规则的玩法。,0
群众基础，同时也是众人自己想要地。,0
汉以前的吧,0
西晋与汉代造型确有相近之处。,0
有这种事？,0
有啊当然…可惜我们那时没拿到前三,2
流氓眼里皆流氓，酸缸旁边是酸缸，我喜美女脸皮薄，暗下决心当自强,3
火眼金睛识流氓，收个电费休猖狂，下流还不及酸缸，怎好意思称老黄,3
你是不是喝高了？跟我说的完全没有关系么,3
干嘛啦。我一直都把你当我的好姐妹的丫。哈哈！,5
想到不常在一起，但偶尔的问候就会让我思念万千的你,1
思念万千…我习惯这个词…,2
哦，你在咆哮啊，那么多感叹号,1
最近比较喜欢咆哮！,1
非常,0
哈哈。等都等不赢。马上就啊出来尼基塔。,5
那就你蛋疼好了，,3
我不蛋疼啊，蛋疼我的阿,4
看呀看呀看呀~~,1
没时间没时间没时间没时间,2
弄的蒋介石伟人餐,4
嘛的伟人餐吃了就变伟人了是伐,3
看你们两个花痴。其实人家也是啦！哈哈哈,5
哈哈~~,5
防的在给点力啊。,1
这种热身赛就是找自信呢,0
我一盒白饭加条蜡肠。。也是一餐了。有没人可怜我,2
已经很不错啦！保持苗条身材的好办法噢！,1
波姐，你在隧道里特别美！,1
啊，那个地方美？我胸花那个怒放啊！,1
出差太累，吃吃睡睡。,2
很舒服的嘛。。,5
没戏吧~~不是都卖光了么,3
到时候看吧,0
范老师，恭喜您！,1
谢谢！我们还要更加努力！,1
嗯没事儿现在都好了，别担心，么么,2
哎给你打电话也不理我你现在用哪个号码,4
哈哈.小问题小问题.,5
哈哈，等我回来。,5
我有个朋友都系咁噶人…令我十分讨厌,5
我希望唔系~,1
好啦,1
最爱你了,1
哈哈，这个坐感可好了,5
对的，所以我是肉痛并快乐着啊,1
哇，我想穿着试试…,1
你去过从化溪头村未啊？果度几好咖…,1
我也是。,2
嘿嘿，小强,5
多吃点鸭脖吃啥补啥,3
坑爹啊，一个站头，出租车都没有，叫车也没有,4
所以要多努力了~~,1
这事还是宁缺毋滥啊，没遇见合适的，也没办法的,2
公司安排,0
人在江湖身不由己啊,0
加油啊,1
嘻嘻。有你支持我会的。,5
老板回到家了吗好担心你,2
到家啦……剩8元,2
凑合啥呀。。。,3
哎，愁晚饭,2
是因为今天收的这十字星吗？,0
逢低买入小盘股，选择能源煤炭板块。,0
我是小海淀!!,0
错错错。你是小香山。,0
我被包养早就给你买了,4
就说啊你不可能被包养嘛，真是的。,4
卡卡厉害还是梅西？,1
你问我的话，梅西就是驼屎,0
好魁梧的优伶！,1
哈哈别羡慕,5
两位大叔是直的？,0
是弯的，一看就知道是中国内地来旅游的,0
我觉得是贾静雯诶,0
啊？小朱和贾静雯没有对手戏吧？而且身材也不像贾静雯啊？,3
赞只卵,1
这位同学，请拐对胳膊肘,0
辣就一个字!,1
最爱吃辣了，嘻嘻,1
但是我觉得徐克汉姆任意球比点球踢的好！,1
哈哈哈。确实确实。我们台球打得也好着呢！,5
是啊，客观条件不允许啊。哎,3
抽个时间看看去吧。这样的感觉很难受的。,2
又开始了么?,0
开始呗，走一段先啊,0
最近正想搞增城荔枝活动，请联系本人,0
增城荔枝节即将开炉，欢迎各界报道，为荔农拓宽销售渠道。,0
有一种感觉，叫心照不宣,5
哈哈是的,5
祝你们永远幸福快乐！,1
爱你！则希望你幸福！,1
对…煤场大王…,0
哈哈。。。,5
这纠结！,2
恩，很纠结，我也不知道我是肿么了,2
屌距就岩了，打距唔识痛噶！,3
哈哈…讲得岩！,5
贵族化,0
在民办幼儿园里，这个真不算贵的,3
你的智商因该很容易想到这是哪个无聊的人发的不,3
别装了，这明明是你的风格！你别想蒙我！,3
不是一人只可以有一张吗？,0
哈哈，票子不多，选民证倒不少。,5
3d的吗,0
是啊！效果不错。,1
我不怎么分得清哈士奇和阿拉斯加，嘿嘿,4
哈士齐体型小些，更瓜些,0
腐笑…说好帮我扩散的呢,5
你找老公？你们速配如何？,4
什么约啊？,2
10年后的聚会，10年后想完成的愿望,0
喝的是什么茶呀,0
壳福水冲铁观音…,0
好的！想吃啥？,1
时分想念家乡辣白菜系列的美食,1
她是女生来的...,0
哈哈哈，我也想应该是的,5
香港无咩？,3
香港是四月一日,0
什么情况？,0
哈哈…这不是反应了嘛！,5
最喜欢来,1
好巧哦我也最喜欢这个嘞,1
"乙惠同学,你找打了吧?",0
是你自己站出来的！自动对号入座啊！哈哈,4
选你了么！？,3
我的演讲内容不在职位。很帅的即性演讲！,1
我觉得今夜不设防比较符合他们的口味。,1
冷暖人生也不错！！,1
我在闸北。地震急救包很久之前就发了。,2
没见我们居委会发地震急救包和分类垃圾筒啊？,4
恭喜你，可以重温大学时光,1
没体会过男生宿舍的这一特色,0
温州乐园！！没去过的人伤不起！,2
"唉有苦说不出啊,,",2
咩意思？今日你又几有空涡,0
你吾系话不用逼地铁的！,4
赶紧让资深北京人给你普及一下生存须知吧…！,1
资深北京人你好,0
我也睡不着。。。互勉,2
哈哈有人陪喽。,5
美美派你打入铁道部内部。。调查真相,0
这个点子不错的说,1
不是吧，你没有？,0
嘿嘿，大器晚成。,5
还没下文件撒，不搞最好,3
哈哈，搞也无所谓啦，反正我明天也休息,5
还有性取向呐，别删我。这么有互动感的兄弟。,3
不删你。咱俩性取向一致。都喜欢男银。,3
苹果是赵本山，每年都会刮起一阵傻逼流行,3
哈哈！比较到位！,5
是的，你不是来同捷妹妹散步么？！,0
把我婕打错你不重视我！封杀你,4
难道你已经老了？,2
悲剧啊！！！一点音儿都没有啊,2
你那样子，拿奖学金,0
你硬是以为老子这几天在屋里白呆了的噢。,4
我也想要！~~,1
哈哈！可以给你菲的相片！我有很多,5
晕！又怎么了？,3
咳嗽有痰，哎，郁闷死我了,2
"喜欢,但没听过文言文版的",1
哈哈，是把歌词翻译成文言文……,5
你怎么了啊毛啊,4
我天天被骚猪打压,4
好吧！我五体投地了。,1
嘿嘿，凶嘛,5
你没看到汤母吗,0
啊！看到了，我可爱的汤啊。,1
我也是男的,0
我觉得我们多温柔的嘛,1
您所说的有力量的人是会有同样的感动的！,1
感动属于能有感动的人。,1
周佳别那要策,3
今天馆子才打佯？鱼嘴巴火锅一共卖出多少份啊。,2
她是经常穿整套校服的吗？背紫红色的双肩包吗？紫红色的鞋子吗？,3
丹7…这个不是你吧…这位童鞋好想认识你~,1
为什么不是10.10恋爱然后11.11分手去看,0
不能为了失恋去恋爱啊。。。,2
可以租么。。。,4
租可以啊，不过是35年起租哈哈。,5
先带吧，有没有违规老师会说，又没开考都不算作弊的,3
就打算这么干来着。,3
去哪里旅行了,0
武夷山、厦门、鼓浪屿,0
加油加油,1
为啥不回我短信~我还以为你没起呢，一会饭后电你,4
还是在家吃饭安全啊,0
伊老师是历尽千华方知真,0
美丽的辣妈潮童,1
哈哈，谢谢，要更努力,5
哈哈，对了，下面空调装好了吗,5
呵呵酒现在安全了放心了哈哈,5
可能你们不了解牛的性格，老拿红布斗牛,3
这是个人爱好，属于人权范围，咱们不能干涉。,3
你一天要给我吃多少回,0
我们是敢于揭露事实的群众,4
漂流？,0
"不是九宫山是就华山,拜佛去了",0
哦哟，菜籽，看到你这么有出息，姐很欣慰啊,5
哈哈，咱也很欣慰啊，终于出版了！,5
噗…这不是小胖么,0
没错帅气的夏威夷风情哈哈,1
琴棋书画！！！样样不通,1
那可以从古筝入手，实现你的理想。,0
好喝吗~,0
好得很啊！流口水没？,2
你也赶紧结嘛,0
人家不求婚杂个结嘛...,4
劳资今天很伤感，睡不着,2
完全用不着，你以为是我吗，老子还不是才分手,4
呵呵呵呵最恐怖的不是别人抛弃你而是自己抛弃自己,1
"是呀,我也想抛弃自己…抛弃与被抛弃我都知道是什么滋味…",2
你瞧把…我连帅都输错了明显是没缓过来的,0
我们二个还要上班的人纳。伤不起呀。伤不起。,2
别上了下飞行棋看步步惊心了啊,3
靠！你们害我昨天步步惊心也没有好好看！！,4
你是大黄蜂~,0
笑毛啊~~~,5
25啦，还比较嫩,5
好啦周六晚上阿木家啦,5
自己都要学识睇开咯.好似我地班中专鸡咁一样过得咁精彩~,1
哈哈，龙哥呢句岩听啊！,5
你乖,1
眼泪！鼻涕！痛哭流涕。,2
真可爱都这么大了。,1
快吧！只是辛苦了父母…,2
可以去扎什伦布寺~,0
6月-7月，川藏小北线,0
现在的微博营销公司就像桌游公司一样，只是短暂的火花而已,2
时间会改变一切,0
宁愿不要,2
这是可爱得可怕,1
你先告诉我怎么吃…我的晚饭啊！,4
谁给你买的==你爸妈不知道么？,4
没想到这么快就出手了！哈~~,5
你不知道么？我已经暗恋之很久了。,2
娇气…,0
孩子，上课认真点,0
我朋友今天也去奈美给,0
我还没去！浪个晓得好多钱！,4
是的，就是要有靠背~！,1
谁敢和美国去争领土。,4
你瘦了~绝对地！,1
真的吗真的吗？坚持很难啊！,2
你疯了木有,4
绝对要拼的。。。,1
吃久了就吃腻了,0
恩我很久没去了,2
我们主题可以小酌一下的，哈哈,0
绝对可以。,1
你滋润了,1
对哒、今天逛了也累的呀,5
我是经常忽忽的拧,0
忽拧？不是忽悠就好,3
嘿嘿…是很白，不化妆都好白皮肤很好,5
他是天生丽质。这个造型很好看,1
你要来抱遗像撒,0
十四号，晚上烧烤你安排了就是。,0
现在的孩子都特自以为是。别人说什么都不信,3
不要死不承认啦、我懂的、,3
噢哟你好细心,5
偶然发现的,0
感未就系有米咯,1
下次一齐，虽然系在天河城，不过我觉得呢间野唔好吃！,1
你赢了，警察还理你插队,4
喊来了三次交警，结果交警忙指挥交通，帮我把110喊来了。,4
你居然赶上了。。其实他是大脸。,4
哈哈哈，他要等回来才肯办寿宴，好筒子,5
你每条都符合嘛,1
原来你这么看好我呀！,1
你是其中一只,0
揍死你,4
我也想去。不过计划的路线不支持啊,0
通常人生都不是跟着计划的路线走的,0
笑死了~,5
咱俩太有缘了~,1
真假的啊？希望是真的，我都相信了那么多年了！,1
你不觉得看起来很吓人吗？,3
你就装嘛迪姐拍的,3
我真的不知道她什么时候拍的金现在基情的很特别是你这种10哈,1
好吧！我等下在她碗里投毒！,1
尼玛，狼心狗肺！木又良心！,4
无心情？,2
望住银包得果两张100文，真系想死嘅心都有啦，吾拖粮得吾得呀老细,1
尼玛你个吴杰超，有了小姐姐白菜果然大明湖底了,4
尼玛我现在就换潜水装到湖底救人,4
今天人民桥和解放桥都有撞车。,0
江南大道北四车追尾,0
怎么样，迷人不,0
超迷人诶。最近看他超级爽，,1
耐穿么，省的我每天在包包里藏一双鞋了,3
如果我继续用公司的礼品券贿赂你，敢收么，你敢么？,3
明年就可以当母亲啦，就可以过节啦，哈哈,5
啊？你的意思是什么？,4
您要保重呀。,1
恩，挺着，明天不好就去医院。,1
潮死喝，别管他,3
白天是广告人，晚上是交际花…,0
你找死啊死基佬~,4
莹姐姐发春,1
这些都是闹医的，那些也不是特警。只不过是医院保安。,4
不管是什么，但这样光大化日之下打人，还叫和谐社会么,3
哪呢？和随啊,0
工体和朋友现在戴佩妮我不大熟诶,0
明天晚上我要去看话剧哈。七月与安生。,5
哼，普通女青年装文艺女青年。,3
下次我自费，带上我,1
哈哈，好啊好啊，和你们总监讲下就好了，一起背货架爬山师很有意思的,5
呵呵！！慢慢来不急。要不会放大炮的,3
呸呸呸。。。,4
国情两个字，扼杀多少灵魂？！,3
对他们不利的就叫国情不同，对百姓不利的就叫国际接轨,3
两根竹竿，无线条嘛,0
"还是有点肉的好看,但是这个肉的尺度很重要.",3
谢谢行者师兄指点！我会坚持的。现在施食已成为日常生活的一部分了。,5
随喜您的功德！,1
为什么没有事实为我证明哈~~,2
会证明的给它点时间,0
别去勉强，就会好过的多。缘分是不经意间到来的,0
谢谢你。祝你新年快乐，健康平安！,1
你们的头像为什么不是汤姆猫呢？,3
这个问题还真把警察蜀黍给问住了，为什么我们的头像会是汤姆猫啊？,4
算你厉害，主动！,3
哈哈，我对另一半，只要求她在意我,5
摩尔城吧？？前几天的？如果是的话本来我们可以见面的我把那个场子推了,3
就是摩尔城啊~这个事情我还跟你说了的咧~~晚上的场子撒,4
好吃啊我来常开一家,1
好吃，台湾的加盟店，鲜芋仙！,1
不明白为什么要被和谐,0
中国官方没公布，现在微博搜“江”都搜不到东西了,3
掌柜湖北人？还以为是沿海城市的呢！长得很水润。,1
嘿嘿，是滴，我是正宗滴武汉伢。看来乳酪还可以美容哦,5
